ISSN1,ISSN2,Sourceid,SJR
1872-9118,0306-2619,28801,2.9
2473-9529,2473-9537,21100886825,2.9
0269-2813,1365-2036,27822,2.89
0736-5845,,18080,2.89
0926-5805,,24931,2.89
0737-8017,,2300147402,2.89
1879-2561,0304-419X,80280,2.88
2051-6347,2051-6355,21100403931,2.88
2214-8604,,21100349533,2.88
1879-0305,1359-6101,17421,2.88
1758-6593,0144-3577,20039,2.88
1750-8606,1750-8592,13900154713,2.88
1879-0658,0921-3449,26424,2.87
0065-9266,,24671,2.87
2210-6715,2210-6707,19700194105,2.87
1005-0302,,12330,2.87
2524-7867,,21101049099,2.86
0740-624X,,14735,2.86
1350-5084,1461-7323,22322,2.86
1079-7114,0031-9007,29150,2.86
0267-8373,1464-5335,15422,2.85
1075-2935,,23429,2.85
1741-7015,,28111,2.85
1568-9972,1873-0183,20689,2.84
2773-0328,,21101167218,2.84
2168-6068,2168-6084,21100228537,2.84
0268-005X,,22597,2.84
2772-4247,,21101092899,2.84
0013-189X,,5800194481,2.84
2057-3960,,21100850798,2.84
0300-8428,1435-1803,22488,2.83
2196-5412,,21100440607,2.83
0925-5273,,19165,2.83
0021-7824,,23795,2.83
1939-2176,0022-0663,12808,2.83
2573-9581,2573-959X,21101060182,2.83
2589-5974,,21100904988,2.82
2379-8858,,21100976127,2.82
2328-4277,,21100403190,2.82
1873-491X,0020-7489,28137,2.82
2949-7531,,21101180570,2.82
2773-1537,2097-2512,21101154270,2.82
0002-9602,1537-5390,16926,2.81
1045-5736,1086-3214,19877,2.81
2572-4568,,21100867411,2.8
2590-1524,,21100904463,2.8
0268-1072,1468-005X,17627,2.79
1468-0068,0029-4624,5700169428,2.79
1364-0380,1465-3060,26582,2.79
1095-9084,0001-8791,12006,2.79
0194-911X,1524-4563,23741,2.79
2949-754X,,21101205770,2.79
0955-0674,1879-0410,18503,2.78
0066-426X,1545-1593,26555,2.78
2235-1795,1664-5553,21100782975,2.78
2041-4889,,19700201211,2.77
0002-9378,1097-6868,30078,2.77
2959-8737,,21101272015,2.77
2328-8930,,21100403504,2.77
2158-1592,0735-3766,19700201522,2.77
2326-8298,2326-831X,21100332429,2.77
1937-3333,1941-1189,19600157019,2.76
0304-3835,1872-7980,29160,2.76
1469-3178,1469-221X,22088,2.76
2666-9358,,21101138014,2.76
0140-2382,1743-9655,25691,2.75
1365-2044,0003-2409,21410,2.75
1940-1612,1940-1620,10300153306,2.75
0887-378X,1468-0009,21103,2.75
1198-743X,1469-0691,29316,2.74
0952-7915,1879-0372,18797,2.74
1466-609X,1364-8535,29914,2.74
0968-090X,,20893,2.73
0966-9582,1747-7646,14811,2.73
0278-4319,,28686,2.73
2056-6387,,21100827946,2.73
1753-5131,1753-5123,19900191716,2.73
2196-5404,,21100901141,2.73
2049-8470,2049-8489,21100870919,2.72
2690-0998,2690-1005,21101198720,2.72
2589-0417,1674-7755,21100381006,2.72
1741-6248,0894-4865,4000148307,2.72
1449-2288,,4400151713,2.72
0027-3171,1532-7906,12711,2.71
1758-9193,,19700174935,2.71
1879-0445,0960-9822,15537,2.71
1090-2139,0889-1591,20695,2.7
2287-6391,2287-6405,21100398887,2.7
0964-4016,,24519,2.7
1942-0870,1942-0862,19700168103,2.7
2667-193X,,21101082055,2.7
2211-9124,,21100218328,2.7
1385-8947,,16398,2.7
1464-3685,0300-5771,14750,2.69
0301-4215,,29403,2.69
0959-8049,1879-0852,29761,2.69
1544-9173,1545-7885,12977,2.69
0007-1013,1467-8535,23988,2.69
1573-7209,0969-6970,28707,2.69
1053-5888,,12996,2.69
1098-3600,1530-0366,22191,2.68
0195-9255,,21004,2.68
2097-0382,,21101241968,2.68
1863-8880,1863-8899,7500153133,2.68
0266-4666,1469-4360,28464,2.67
0031-5850,,19988,2.67
1935-861X,1876-4754,11700154204,2.67
0020-9996,1536-0210,17194,2.67
2468-0257,2096-2797,21100895361,2.66
1043-6618,1096-1186,21169,2.66
1935-7516,,21100198229,2.66
1873-1899,0734-9750,15461,2.66
2451-9448,2451-9456,21100456838,2.66
0196-8904,,29372,2.66
1524-4628,0039-2499,20618,2.66
2662-9291,2662-1363,21101111801,2.66
2639-4979,,21100944562,2.65
2689-0186,,21101120622,2.65
1389-5567,,26968,2.65
0010-437X,1570-5846,25826,2.65
1879-0836,0951-8320,13853,2.65
2366-9608,,21100924211,2.64
0888-3270,1096-1216,21080,2.64
0178-8051,1432-2064,25829,2.63
0278-0062,1558-254X,16733,2.63
1049-250X,,12500154701,2.63
2096-5745,,21101048251,2.62
2332-7782,,21100854649,2.62
0019-8501,,22792,2.62
1096-3634,1084-9521,19040,2.62
1750-984X,1750-9858,17900156719,2.61
2095-9273,2095-9281,21100405003,2.61
1475-357X,1475-3588,500147006,2.61
2731-6076,,21101272994,2.61
2196-7822,,21100873488,2.61
1466-8238,1466-822X,22044,2.6
0167-7659,1573-7233,28787,2.6
1528-1140,0003-4932,20485,2.59
0002-8312,1935-1011,29432,2.59
2156-5376,2161-8313,21100202730,2.59
1558-0016,1524-9050,18378,2.59
0191-2615,,20892,2.59
2051-5960,,21100367530,2.59
2516-1083,,21101107944,2.59
2352-5509,,21100416081,2.59
1558-3724,1558-3716,9500153997,2.59
2169-4796,2168-3492,21100244230,2.58
0022-040X,1945-743X,23876,2.58
2090-1224,2090-1232,19700168304,2.58
1552-9924,0091-6765,21003,2.57
1567-2190,1567-2328,4000151805,2.57
1041-4347,,17362,2.57
2397-7132,,21100924713,2.56
1873-1430,0294-1449,23200,2.56
0160-791X,,18676,2.56
0030-364X,1526-5463,22238,2.56
1873-5118,0301-0082,24025,2.55
0013-0095,,28092,2.55
1600-051X,0303-6979,25669,2.54
2162-402X,2162-4011,21100255413,2.54
2332-7731,,21100854831,2.54
0959-4388,1873-6882,14992,2.54
1600-0587,0906-7590,20276,2.54
1468-0432,0968-6673,19295,2.54
2666-6065,,21101041899,2.53
1079-5642,1524-4636,22466,2.53
0021-9916,1460-2466,15613,2.53
2214-6326,2214-6296,21100325067,2.53
1467-6419,0950-0804,24353,2.53
0735-2751,1467-9558,18110,2.53
2521-327X,,21101012349,2.53
0743-9156,1547-7207,21100781509,2.52
2049-1948,,21100981277,2.52
0198-9715,,23269,2.52
0022-1465,2150-6000,15645,2.52
0004-6280,1538-3873,27781,2.52
2768-1696,,21101195785,2.52
0890-8044,1558-156X,27239,2.52
2167-7034,2167-7026,21100274406,2.51
0034-0553,,16055,2.51
1366-5545,,20909,2.51
1355-8382,1469-9001,19017,2.51
1359-0286,,15378,2.51
1520-5703,0161-4940,26556,2.51
0886-6236,1944-9224,21848,2.51
2576-604X,,21101090801,2.51
2058-1742,2058-5225,21100856573,2.51
1600-0447,0001-690X,17574,2.51
0272-2631,,3900148216,2.51
1941-1413,1941-1421,21100196101,2.5
1057-7149,,25534,2.5
0956-7976,1467-9280,13468,2.5
2452-302X,,21100788288,2.5
1879-0364,1369-5274,19669,2.49
1478-811X,,4400151517,2.49
1948-5514,1948-5506,19900193555,2.49
1535-7163,1538-8514,12435,2.49
1941-1359,1941-1340,19700200703,2.49
0266-4658,1468-0327,20022,2.49
1436-3291,1436-3305,29794,2.49
1476-5594,0950-9232,12523,2.49
1018-8827,1435-165X,15548,2.49
2327-4662,,21100338350,2.48
1365-1609,,16352,2.48
1759-8753,,19700177557,2.48
2949-723X,,21101177662,2.48
1745-526X,0033-6882,5800169055,2.48
2196-7091,,21100981101,2.48
0007-1250,1472-1465,14364,2.47
2332-3493,2332-3507,21100829907,2.47
1873-4995,0168-3659,23010,2.47
0037-976X,1540-5834,15269,2.47
2688-2663,,21101088425,2.47
1759-4812,1759-4820,18300156731,2.47
2688-4046,,21101171935,2.46
0265-0568,1460-4752,26371,2.46
1554-3528,1554-351X,146223,2.46
2050-7496,2050-7488,21100232403,2.46
2590-1990,,21101087332,2.46
0160-7383,,30718,2.46
0007-0963,1365-2133,24267,2.46
1689-1392,1425-8153,13902,2.46
1080-6377,0002-9327,24654,2.46
1573-2827,1096-4037,12841,2.46
2158-3188,,19900191866,2.45
2772-7661,,21101160600,2.45
1367-4811,1367-4803,17945,2.45
2059-7908,,21100898934,2.45
2198-6436,,21100869015,2.45
1592-8721,0390-6078,25954,2.45
1468-3296,0040-6376,19104,2.45
1573-2606,1389-9155,26699,2.45
2452-414X,,21100787106,2.44
2096-8663,2667-0054,21101094482,2.44
1600-6135,1600-6143,20443,2.44
2396-9881,2396-9873,21100818712,2.43
2590-0188,,21101070784,2.43
1879-1646,0167-6296,14166,2.43
0169-2070,,22706,2.43
1467-8276,0002-9092,69623,2.43
1045-2354,1095-9955,29170,2.43
2363-8354,2363-8346,21100899528,2.42
1469-8978,0033-2917,18742,2.42
0260-2938,1469-297X,5700152760,2.42
0022-0477,1365-2745,29602,2.42
0890-2070,1099-0984,14105,2.42
2154-1272,2154-1264,19700188453,2.42
0012-9593,,25959,2.42
2162-8564,0008-1256,21341,2.42
0191-3085,,14130,2.42
0045-7825,,18158,2.41
1473-6578,0951-7367,14994,2.41
2380-8977,2380-8985,21100916904,2.41
2752-5724,,21101160754,2.41
2473-4284,,21100941105,2.41
1751-2409,1751-2395,19400158483,2.41
0031-4005,1098-4275,15756,2.41
1432-0835,0944-2669,25309,2.4
1755-263X,,19900191736,2.4
0028-3878,1526-632X,17952,2.4
1530-0285,0893-3952,19082,2.4
1461-4448,1461-7315,16306,2.4
0276-8739,1520-6688,15821,2.4
1558-0644,0196-2892,17360,2.4
0960-8524,1873-2976,15423,2.39
0014-2921,,20749,2.39
1479-5868,,14875,2.39
1540-4781,0026-7902,100147338,2.39
1619-7089,1619-7070,16676,2.39
1477-4054,1467-5463,17956,2.39
2662-8651,,21101089511,2.39
1367-5788,,27843,2.39
1873-1457,1571-0645,13017,2.38
0749-5978,1095-9920,22326,2.38
0301-4207,,110031,2.38
1941-7705,1941-7713,19700166401,2.38
1939-1307,1076-8998,29282,2.38
1555-905X,1555-9041,7600153101,2.38
1869-1870,1674-7291,19600162011,2.38
1059-6011,,29412,2.37
1528-1167,0013-9580,15510,2.37
1531-4804,0162-2889,25835,2.37
1535-1645,1523-3812,15011,2.37
2055-5008,,21100852120,2.37
2772-5871,2772-5863,21101170034,2.37
1998-0124,1998-0000,17500155020,2.37
0167-9236,,21933,2.37
1525-3244,0006-3568,13768,2.37
2662-4443,,21101080189,2.37
2233-6087,2233-6079,21100207639,2.37
0070-3370,1533-7790,26365,2.36
1948-206X,2157-5045,21100242249,2.36
0007-0912,1471-6771,21858,2.36
1557-3117,1053-2498,21684,2.36
0167-7799,1879-3096,16146,2.36
1360-0443,0965-2140,24745,2.36
0012-1797,1939-327X,25487,2.36
2662-6810,2052-7276,21100773746,2.35
2694-2518,,21101089625,2.35
1532-3080,0960-9776,12595,2.35
2950-1628,,21101246232,2.35
2688-1527,2688-1535,21100981740,2.35
1572-0241,0002-9270,27825,2.34
1476-5381,0007-1188,20084,2.34
0079-6727,,27130,2.34
1569-1705,1572-9826,16136,2.34
0306-9192,,35048,2.33
1365-2591,0143-2885,25610,2.33
2045-7979,2045-7960,19900192160,2.33
0278-3649,1741-3176,18050,2.33
1536-1233,,25038,2.33
2324-6200,,21100399469,2.33
1560-7917,1025-496X,21872,2.33
1063-4584,1522-9653,19732,2.33
0024-6115,1460-244X,24487,2.33
2772-8927,,21101195786,2.33
1570-7156,1573-711X,144981,2.33
1549-490X,1083-7159,12531,2.33
2192-2640,2192-2659,21100225611,2.33
1558-6898,1558-6901,11200153507,2.33
1554-0774,0361-0128,25754,2.33
1422-8890,1019-6781,19600157911,2.33
1526-5447,0041-1655,20910,2.32
2731-3948,2788-8614,21101126907,2.32
0008-6223,,25806,2.32
2214-4048,,21100318420,2.32
0894-1491,1098-1136,15686,2.32
1468-2885,1050-3293,19936,2.32
1863-6683,1863-6691,17400154830,2.32
2213-6711,,21100248838,2.31
1573-353X,0889-3268,15392,2.31
1096-0902,0095-8956,23844,2.31
0036-1429,1095-7170,26421,2.31
1050-1738,1873-2615,20655,2.31
2168-6785,2168-6777,21100338359,2.31
1615-3383,1615-3375,28470,2.31
0305-0483,,21915,2.31
1099-1255,0883-7252,28964,2.31
0964-4563,1468-3318,17148,2.31
2667-0968,,21101081610,2.3
1361-9209,,20894,2.3
1420-682X,1420-9071,13903,2.3
2047-2412,2047-2404,21100205761,2.3
1054-8408,1540-7306,14812,2.3
2639-5274,2096-5168,21100943285,2.3
1942-2466,,21100218107,2.3
1671-4083,1745-7254,19403,2.3
1535-3958,1535-3966,21873,2.29
1471-6372,0022-0507,28979,2.29
0025-5831,1432-1807,25105,2.29
2253-1556,,21100853961,2.29
1173-8804,1179-190X,20051,2.29
1572-9672,0038-6308,28261,2.29
1931-2466,1931-2458,19700190349,2.29
1057-5219,,17385,2.29
2168-6173,2168-6165,21100228531,2.29
1745-9125,0011-1384,19684,2.29
1467-9922,0023-8333,23145,2.29
1532-1681,0268-960X,25472,2.28
1477-3155,,16088,2.28
1095-9157,0896-8411,21268,2.28
1755-098X,1755-0998,11700154306,2.28
0007-6813,,20209,2.28
0093-6502,1552-3810,17649,2.28
2166-3831,,21100773739,2.28
2542-5293,,21100901468,2.28
1469-3062,1752-7457,22524,2.27
1365-313X,0960-7412,16612,2.27
0891-2432,1552-3977,14925,2.27
1943-2631,0016-6731,22173,2.27
2374-4650,2374-4642,21100831450,2.27
0886-7798,,14642,2.27
1045-3172,1467-8551,20842,2.27
2096-0042,,21101017898,2.26
2222-1751,,21100232818,2.26
1537-5927,,4000148701,2.26
2097-1087,2692-7632,21101145520,2.26
2753-801X,,21101199471,2.26
0363-5465,1552-3365,19799,2.26
2062-5871,2063-5303,21100373947,2.26
2212-571X,,21100228536,2.26
2667-2375,,21101065916,2.26
0144-6657,2044-8260,12767,2.26
1467-9299,0033-3298,17162,2.26
0012-821X,,22566,2.25
0020-7136,1097-0215,29873,2.25
1818-0876,2221-285X,19700175119,2.25
2292-8782,,21100826238,2.25
1463-1326,1462-8902,25527,2.25
2751-2614,2751-2606,21101270282,2.25
0306-6150,1743-9361,15670,2.25
0885-8969,1558-0059,28824,2.25
0004-5411,1557-735X,23127,2.25
1083-4435,,19113,2.24
1471-9037,,4700152305,2.24
0020-7543,1366-588X,27656,2.24
1872-826X,1569-8432,39563,2.24
0167-5729,1879-274X,12286,2.24
2162-2345,2162-2337,21100203111,2.24
0377-2217,,22489,2.24
2374-6149,,21100869887,2.24
2515-5091,,21101007461,2.24
0959-4752,,13455,2.24
2059-0105,,21100850730,2.24
1360-8185,1573-675X,18403,2.23
0958-5192,1466-4399,24840,2.23
0022-006X,,15439,2.23
2589-9147,,21100897159,2.23
0004-6256,1538-3881,26704,2.23
1072-4451,,144853,2.23
0161-5505,2159-662X,17230,2.22
1523-1739,0888-8892,17822,2.22
1469-7874,1741-2625,5700168406,2.22
1096-7516,,16965,2.22
1470-6423,1470-6431,5700167235,2.22
0749-8063,1526-3231,15222,2.22
2050-3911,,21100237615,2.22
1083-6101,,18232,2.22
1530-0897,,26108,2.22
0022-2836,1089-8638,17618,2.21
0091-3022,1095-6808,26111,2.21
0022-5347,1527-3792,19975,2.21
1532-1983,0261-5614,30050,2.21
1742-464X,1742-4658,38597,2.21
1873-6785,0360-5442,29348,2.21
0166-3615,,19080,2.21
0272-4944,1522-9610,15470,2.21
2053-9517,,21100933954,2.21
0269-7491,1873-6424,23916,2.21
0346-251X,,23256,2.21
1465-542X,1465-5411,28764,2.2
1942-4795,1942-4787,21100228068,2.2
1867-0202,2363-7005,14490,2.2
1549-7852,1040-8398,21955,2.2
2773-1677,2773-1685,21101177658,2.2
2378-2242,,21101047720,2.2
0953-7287,1366-5871,18658,2.2
2698-4016,,21101089403,2.2
1861-1125,1861-1133,4700152635,2.19
1467-8624,0009-3920,24456,2.19
2666-6367,2666-6375,21101038539,2.19
1466-4437,0268-3962,12815,2.19
1573-6660,1040-7308,18014,2.19
1362-1688,1477-0954,23167,2.19
2666-4127,,21101107945,2.19
0010-938X,,29476,2.19
0075-4102,1435-5345,23796,2.19
2047-9980,,21100246515,2.19
0020-7403,,50170,2.19
1060-3743,,22497,2.19
1354-0688,1460-3683,67863,2.19
1093-7404,1521-6950,25152,2.19
2157-9024,,21100218533,2.19
2644-125X,,21101070921,2.18
0021-972X,1945-7197,26159,2.18
1469-9923,1356-3467,29032,2.18
2631-9268,,21101072502,2.18
2097-0331,2765-8791,21101145619,2.18
2056-7944,,21100852132,2.18
0355-3140,1795-990X,12344,2.18
0958-3440,,5800207673,2.18
1533-8533,0037-7791,17560,2.18
2471-2825,,21100934923,2.17
0959-6526,1879-1786,19167,2.17
0146-1672,1552-7433,12811,2.17
1058-4609,1091-7675,22838,2.17
1573-2908,1568-4539,24207,2.17
0887-6185,1873-7897,15375,2.17
1520-0442,0894-8755,13550,2.17
2056-3051,,21100837352,2.17
1476-5586,1522-8002,12495,2.17
2212-0947,,21100265617,2.17
2397-4648,,21100872127,2.17
2050-1579,2050-1587,21100788289,2.16
2352-1546,2352-1554,21100363813,2.16
2214-1588,,21100316072,2.16
1534-4827,1539-0829,25465,2.16
0032-0889,1532-2548,16615,2.16
0305-750X,1873-5991,30060,2.16
1071-9164,1532-8414,23826,2.16
1096-9896,0022-3417,15991,2.16
1073-1911,1552-3489,12058,2.16
1839-5260,1447-6770,21100255484,2.16
2169-0375,1536-1365,75561,2.16
0018-9545,1939-9359,17393,2.16
0926-9959,1468-3083,24790,2.15
1467-2960,1467-2979,21928,2.15
1884-4057,1884-4049,21100197181,2.15
1877-3435,,19400158343,2.15
0018-1560,1573-174X,18787,2.15
0140-7791,1365-3040,13041,2.15
0047-2778,1540-627X,28581,2.15
0960-7692,1469-0705,28645,2.15
0015-198X,,14733,2.15
1460-2350,0268-1161,27505,2.15
2352-8737,,21100415705,2.15
1350-6129,1744-2818,19134,2.15
1752-1386,1752-1378,18400156711,2.14
1748-9326,,5200152632,2.14
2694-1589,2097-0064,21101182032,2.14
2152-5250,,21100349562,2.14
1945-0877,1937-9145,11300153721,2.14
2041-6520,2041-6539,19700200838,2.14
0022-0027,,27663,2.14
0586-7614,1745-1701,19353,2.14
0048-9697,1879-1026,25349,2.14
2046-4053,,21100237425,2.14
1949-3045,,19700177034,2.14
0944-1174,1435-5922,25295,2.14
2199-3971,2199-398X,21100843337,2.14
1556-6013,,4000149002,2.13
2049-4408,2049-4394,21100241208,2.13
0091-7613,1943-2682,26959,2.13
0736-5853,,20896,2.13
2730-9401,,21101151586,2.13
0261-3794,,16114,2.13
2662-205X,2662-2041,21101150129,2.13
1532-6535,0009-9236,20626,2.13
1547-6561,1040-8436,27476,2.13
2196-5420,2196-5625,21100420330,2.13
0361-476X,1090-2384,12882,2.13
2451-9030,2451-9022,21100445639,2.12
0965-8564,,20891,2.12
0165-0327,1573-2517,16245,2.12
0090-3493,1530-0293,29916,2.12
2047-4881,2047-4873,21100211738,2.12
0361-3682,,28094,2.12
0014-4029,2163-5560,22055,2.12
1359-8546,,23644,2.12
2468-6069,,21100810501,2.12
2348-5779,2347-6311,21100922754,2.12
1469-8722,0950-0170,19251,2.12
2471-254X,,21101041514,2.11
0044-0094,,22856,2.11
1468-7941,,100147024,2.11
1680-7324,1680-7316,12091,2.11
1938-3207,0002-9165,29990,2.11
1674-9871,,19700182749,2.11
1066-2243,,17493,2.11
1564-698X,0258-6770,27365,2.11
2210-4232,2210-4224,19700201681,2.11
1556-6072,,5200152631,2.1
0969-5931,,23665,2.1
0002-9394,1879-1891,13266,2.1
1873-5347,0277-9536,18983,2.1
2836-9440,2836-8282,21101254624,2.1
2666-3864,,21101037113,2.1
2730-664X,,21101215100,2.1
2772-6568,,21101137848,2.1
1045-9219,,26098,2.1
1090-2082,0001-8708,24570,2.09
0950-0618,,24443,2.09
0959-437X,1879-0380,22080,2.09
1878-9293,1878-9307,19700187601,2.09
1052-9276,1099-1654,20356,2.09
0165-9936,1879-3142,30867,2.09
0921-8009,,20290,2.09
1573-6938,1386-4157,28527,2.09
2692-8388,,21101186927,2.09
0017-257X,1477-7053,19089,2.08
1478-4092,,22972,2.08
2731-4243,,21101272016,2.08
1558-7991,0278-0380,28561,2.08
0960-1481,1879-0682,27569,2.08
2041-417X,2041-4161,19900192439,2.08
0749-3797,1873-2607,27063,2.08
1743-9191,1743-9159,130156,2.08
0096-3445,1939-2222,15478,2.08
1097-6809,0741-5214,21732,2.08
1523-4681,0884-0431,12211,2.07
1572-3089,,144987,2.07
1095-9572,1053-8119,17495,2.07
2097-0498,2773-0077,21101175794,2.07
2399-3642,,21100924827,2.07
2666-9161,,21101055861,2.07
1740-1445,1873-6807,12159,2.07
1751-7656,0016-8505,15714,2.07
0022-3506,1467-6494,30022,2.07
1975-5937,,21100467423,2.07
1872-6259,0016-7061,39112,2.07
1129-2377,1129-2369,16714,2.07
0190-292X,1541-0072,22786,2.07
1520-5002,0897-4756,12878,2.06
2212-0416,,21100218523,2.06
0891-5849,1873-4596,15095,2.06
0022-1031,1096-0465,15499,2.06
1610-8167,1618-8667,145301,2.06
1470-8728,0264-6021,16850,2.06
2313-1691,2214-2584,21100857408,2.06
1933-7213,1878-7479,5100155080,2.06
1873-5371,0306-4573,12689,2.06
2197-9995,2197-9987,21100922758,2.06
1743-8977,,4400151524,2.06
0743-166X,,18204,2.06
0039-6257,1879-3304,20107,2.06
0360-3016,1879-355X,17191,2.06
2057-3995,,21100967264,2.06
0031-3203,,24823,2.06
1367-5931,1879-0402,17399,2.06
1024-5294,1477-2221,21100255381,2.05
1941-0476,1053-587X,17391,2.05
1478-6729,0193-936X,13140,2.05
0026-4598,1432-1866,25031,2.05
0960-7722,1365-2184,18471,2.05
1466-4429,1350-1763,19878,2.05
1472-3409,0308-518X,13272,2.05
0162-895X,1467-9221,22861,2.05
0002-9262,1476-6256,27058,2.05
1096-603X,1063-5203,25150,2.05
0163-4453,1532-2742,22428,2.05
2162-2531,,21100218543,2.05
0021-843X,,15370,2.04
2055-6837,2055-6845,21100855908,2.04
1573-6601,0047-2891,25680,2.04
2731-6068,,21101188427,2.04
0012-9658,,20308,2.04
1097-6744,0002-8703,22414,2.04
1527-974X,1067-5027,23600,2.04
1886-1784,1134-3060,18093,2.04
0004-637X,1538-4357,26765,2.04
0266-1144,,15906,2.04
0022-1899,1537-6613,22440,2.04
1573-059X,0923-0645,23687,2.04
0033-5835,1469-8994,14913,2.04
2191-950X,2191-9496,21100403505,2.04
1879-6265,1879-6257,19900192509,2.03
0022-0396,1090-2732,23874,2.03
2542-5048,,21101048278,2.03
1743-9507,0264-2069,24928,2.03
1873-1570,0300-9572,19064,2.03
1461-7005,1362-3613,14254,2.03
1743-9760,1743-9779,5800207373,2.03
1050-8392,1532-7795,25678,2.03
1556-5653,0015-0282,12705,2.03
2211-467X,,21100199818,2.03
1369-118X,,200147110,2.03
1541-4140,0735-6331,18874,2.02
0016-7037,0046-564X,25870,2.02
2096-7438,2666-6839,21101034454,2.02
1757-6512,,19700201524,2.02
1931-5244,1878-1810,4700152753,2.02
1533-7928,1532-4435,20969,2.02
1052-150X,,22717,2.02
1097-6779,0016-5107,28350,2.02
1872-6623,0304-3959,18148,2.02
0010-2180,1556-2921,28623,2.02
1861-9533,0256-1530,12064,2.01
1088-1980,1530-9290,23411,2.01
0969-2126,1878-4186,14274,2.01
0969-2290,1466-4526,26261,2.01
0005-7967,1873-622X,12127,2.01
1095-953X,0969-9961,17466,2.01
0007-1420,1471-8391,28684,2.01
1879-2057,0001-4575,19532,2.01
1742-7061,1878-7568,3300147809,2.01
1521-690X,1532-1908,25414,2.01
1873-4235,0956-5663,15437,2.01
1091-4269,1520-6394,13487,2.01
1879-1344,0144-8617,25801,2
2694-4006,,21101196451,2
1572-9419,1387-3326,15572,2
1876-861X,1934-5925,7700153237,2
2666-6677,,21101159003,2
1478-3223,1478-3231,25321,2
1942-5546,0025-6196,17222,2
2666-5468,,21101047378,2
0167-6245,,18972,2
1365-2729,0266-4909,26183,2
0954-1314,1467-646X,100147314,2
2666-4453,,21101060459,2
1612-5118,1612-510X,145210,2
2044-5423,2044-5415,19700201434,2
2508-6235,2508-7576,21101023423,2
1479-5876,,16440,2
2195-1071,,21100255548,2
1079-5014,1758-5368,29561,2
1095-8630,0301-4797,23371,1.99
2327-9125,,21100407174,1.99
1474-0346,,23640,1.99
0002-0729,1468-2834,28093,1.99
2330-4022,,21100368207,1.99
1525-1497,0884-8734,26643,1.99
1439-4456,1438-8871,23709,1.99
0218-2025,1793-6314,24598,1.99
1461-7188,1368-4302,14946,1.99
0924-9338,1778-3585,15578,1.99
1479-8409,,145695,1.99
2369-9698,,21101021575,1.99
1553-7374,1553-7366,4000151809,1.99
2058-7716,,21100897795,1.99
1931-1516,1528-3542,14075,1.99
1936-0533,1936-0541,12000154405,1.99
1994-0416,1994-0424,11700154363,1.98
1525-1314,0263-4929,24421,1.98
2468-6530,,21100925772,1.98
1365-3113,0307-6970,21594,1.98
0042-0980,1360-063X,29684,1.98
1520-0477,0003-0007,12074,1.98
2196-1115,,21100791292,1.98
0026-4423,1460-2113,25403,1.98
1081-6011,,84156,1.98
1049-4820,,145681,1.98
0036-1410,1095-7154,26418,1.98
2369-3762,,21101029472,1.97
2590-0064,,21100943536,1.97
1096-0031,0748-3007,14434,1.97
0032-3292,1552-7514,23439,1.97
0066-4812,1467-8330,27470,1.97
1095-8592,1084-8045,27277,1.97
1069-9384,1531-5320,14062,1.97
2045-3701,,19900193985,1.97
2352-8478,2352-8486,21100823470,1.97
2769-2159,2731-4375,21101186817,1.97
0271-678X,1559-7016,16667,1.97
2666-9110,,21101081613,1.97
